measure_name,datum,country_id,country_name,first_year,last_year,footnotes,sources
"No. of urban women aged 15–49 who want to avoid pregnancy",1100000,BY,Belarus,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of urban women aged 15–49 who want to avoid pregnancy",130000,BA,"Bosnia and Herzegovina",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of urban women aged 15–49 who want to avoid pregnancy",730000,BG,Bulgaria,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of urban women aged 15–49 who want to avoid pregnancy",160000,MK,"North Macedonia",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of urban women aged 15–49 who want to avoid pregnancy",270000,MD,"Republic of Moldova",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of urban women aged 15–49 who want to avoid pregnancy",44000,ME,Montenegro,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of urban women aged 15–49 who want to avoid pregnancy",1400000,RO,Romania,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of urban women aged 15–49 who want to avoid pregnancy",770000,RS,Serbia,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of urban women aged 15–49 who want to avoid pregnancy",9700000,TR,Turkey,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of urban women aged 15–49 who want to avoid pregnancy",4800000,UA,Ukraine,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who do not deliver in a health facility",9,AL,Albania,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who do not deliver in a health facility",0,AM,Armenia,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who do not deliver in a health facility",0,BY,Belarus,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who do not deliver in a health facility",0,BA,"Bosnia and Herzegovina",2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who do not deliver in a health facility",350,BG,Bulgaria,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who do not deliver in a health facility",0,MK,"North Macedonia",2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who do not deliver in a health facility",0,MD,"Republic of Moldova",2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who do not deliver in a health facility",0,ME,Montenegro,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who do not deliver in a health facility",190,RO,Romania,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who do not deliver in a health facility",65,RS,Serbia,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who do not deliver in a health facility",2300,TR,Turkey,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who do not deliver in a health facility",0,UA,Ukraine,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who have <4 antenatal visits",480,AL,Albania,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who have <4 antenatal visits",71,AM,Armenia,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who have <4 antenatal visits",330,BA,"Bosnia and Herzegovina",2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who have <4 antenatal visits",340,BG,Bulgaria,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who have <4 antenatal visits",130,BY,Belarus,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who have <4 antenatal visits",0,MD,"Republic of Moldova",2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who have <4 antenatal visits",51,ME,Montenegro,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who have <4 antenatal visits",1100,RO,Romania,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who have <4 antenatal visits",180,RS,Serbia,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who have <4 antenatal visits",8500,TR,Turkey,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who have <4 antenatal visits",1700,UA,Ukraine,2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 giving birth who have <4 antenatal visits",0,MK,"North Macedonia",2019,n/a,"Including at least one antenatal care visit with a skilled provider (midwife, nurse or doctor)","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 not receiving the care they need following a major obstetric complication",8,AL,Albania,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 not receiving the care they need following a major obstetric complication",1,AM,Armenia,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 not receiving the care they need following a major obstetric complication",4,BA,"Bosnia and Herzegovina",2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 not receiving the care they need following a major obstetric complication",540,BG,Bulgaria,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 not receiving the care they need following a major obstetric complication",2,BY,Belarus,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 not receiving the care they need following a major obstetric complication",0,MD,"Republic of Moldova",2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 not receiving the care they need following a major obstetric complication",1,ME,Montenegro,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 not receiving the care they need following a major obstetric complication",100,RO,Romania,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 not receiving the care they need following a major obstetric complication",17,RS,Serbia,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 not receiving the care they need following a major obstetric complication",740,TR,Turkey,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 not receiving the care they need following a major obstetric complication",20,UA,Ukraine,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 not receiving the care they need following a major obstetric complication",0,MK,"North Macedonia",2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 who want to avoid pregnancy",5300,AL,Albania,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 who want to avoid pregnancy",1700,AM,Armenia,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 who want to avoid pregnancy",51000,BY,Belarus,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 who want to avoid pregnancy",6100,BA,"Bosnia and Herzegovina",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 who want to avoid pregnancy",36000,BG,Bulgaria,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 who want to avoid pregnancy",8700,MK,"North Macedonia",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 who want to avoid pregnancy",18000,MD,"Republic of Moldova",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 who want to avoid pregnancy",1700,ME,Montenegro,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 who want to avoid pregnancy",86000,RO,Romania,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 who want to avoid pregnancy",46000,RS,Serbia,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 who want to avoid pregnancy",120000,TR,Turkey,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 who want to avoid pregnancy",170000,UA,Ukraine,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 whose newborns do not receive needed care for complications",46,AL,Albania,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 whose newborns do not receive needed care for complications",42,AM,Armenia,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 whose newborns do not receive needed care for complications",14,BA,"Bosnia and Herzegovina",2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 whose newborns do not receive needed care for complications",290,BG,Bulgaria,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 whose newborns do not receive needed care for complications",29,BY,Belarus,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 whose newborns do not receive needed care for complications",48,MD,"Republic of Moldova",2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 whose newborns do not receive needed care for complications",4,ME,Montenegro,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 whose newborns do not receive needed care for complications",440,RO,Romania,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 whose newborns do not receive needed care for complications",120,RS,Serbia,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 whose newborns do not receive needed care for complications",3300,TR,Turkey,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 whose newborns do not receive needed care for complications",480,UA,Ukraine,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–19 whose newborns do not receive needed care for complications",20,MK,"North Macedonia",2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who do not deliver in a health facility",490,AL,Albania,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who do not deliver in a health facility",17,AM,Armenia,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who do not deliver in a health facility",100,BY,Belarus,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who do not deliver in a health facility",47,BA,"Bosnia and Herzegovina",2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who do not deliver in a health facility",3800,BG,Bulgaria,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who do not deliver in a health facility",100,MK,"North Macedonia",2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who do not deliver in a health facility",460,MD,"Republic of Moldova",2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who do not deliver in a health facility",0,ME,Montenegro,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who do not deliver in a health facility",1500,RO,Romania,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who do not deliver in a health facility",390,RS,Serbia,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who do not deliver in a health facility",37000,TR,Turkey,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"No. of women aged 15–49 giving birth who do not deliver in a health facility",680,UA,Ukraine,2019,n/a,,"Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
